% Users Dataset
@RELATION users

@ATTRIBUTE label_nominal {easy, difficult}
@ATTRIBUTE label_numeric NUMERIC
@ATTRIBUTE num_wifi_devices NUMERIC
@ATTRIBUTE num_bluetooth_devices NUMERIC
@ATTRIBUTE accelerometer_mean_x NUMERIC
@ATTRIBUTE accelerometer_mean_y NUMERIC
@ATTRIBUTE accelerometer_mean_z NUMERIC
@ATTRIBUTE accelerometer_mean_fft_x NUMERIC
@ATTRIBUTE accelerometer_mean_fft_y NUMERIC
@ATTRIBUTE accelerometer_mean_fft_z NUMERIC
@ATTRIBUTE accelerometer_spec_entropy_x NUMERIC
@ATTRIBUTE accelerometer_spec_entropy_y NUMERIC
@ATTRIBUTE accelerometer_spec_entropy_z NUMERIC
@ATTRIBUTE accelerometer_mean_intensity NUMERIC
@ATTRIBUTE accelerometer_mean_intensity_crossing_rate NUMERIC
@ATTRIBUTE accelerometer_intensity_variance NUMERIC
@ATTRIBUTE gyroscope_mean_x NUMERIC
@ATTRIBUTE gyroscope_mean_y NUMERIC
@ATTRIBUTE gyroscope_mean_z NUMERIC
@ATTRIBUTE gyroscope_mean_fft_x NUMERIC
@ATTRIBUTE gyroscope_mean_fft_y NUMERIC
@ATTRIBUTE gyroscope_mean_fft_z NUMERIC
@ATTRIBUTE gyroscope_spec_entropy_x NUMERIC
@ATTRIBUTE gyroscope_spec_entropy_y NUMERIC
@ATTRIBUTE gyroscope_spec_entropy_z NUMERIC
@ATTRIBUTE gyroscope_mean_intensity NUMERIC
@ATTRIBUTE gyroscope_mean_intensity_crossing_rate NUMERIC
@ATTRIBUTE gyroscope_intensity_variance NUMERIC
@ATTRIBUTE microphone_mean NUMERIC
@ATTRIBUTE microphone_mean_crossing NUMERIC
@ATTRIBUTE microphone_mean_fft NUMERIC
@ATTRIBUTE microphone_spec_entropy NUMERIC
@ATTRIBUTE google_activity {"In Vehicle", "On Bicycle", "On Foot", Walking, Still, Tilting, Running, Unknown}
@ATTRIBUTE charging {yes, no}
@ATTRIBUTE screen_on {on, off}
@ATTRIBUTE num_of_calendar_events NUMERIC
@ATTRIBUTE hour_of_day NUMERIC

@DATA
easy,1,20,?,0.0367078257386,0.782052167802,9.87943708713,98.0730042226,98.0946003194,98.4370094633,1.36355644084,1.36386116792,1.36373870119,9.9104178938,254,0.000132701366932,-0.00105888566966,-0.000321067743313,-7.22933994012e-05,2.0426190911e-05,2.26957690992e-06,2.26957690992e-06,1.0629641624,1.0629641624,1.0629641624,0.0014783225257,194,4.44281852236e-07,208,30,11218611.0,2.29994083029,Still,no,?,?,9
easy,1,?,?,0.879113646477,5.9251654128,8.21299851398,114.953267886,109.753270536,117.51457581,1.0470883909,1.03972163155,1.06949779872,10.2686144456,129,0.31274564218,-0.0114072063659,0.00921538295575,0.0169068458173,0.0326750957169,0.0287816381887,0.00830778596664,0.911791329778,1.0094056031,0.722059810723,0.311250524318,50,0.105856929433,137,39,2723077.0,1.77975744227,Still,yes,off,?,10
easy,2,?,?,-1.01162234705,5.28283341516,8.63256541634,85.4355821793,131.987084581,140.489341715,1.34465349304,1.33509555306,1.34221931675,10.28882714,136,0.19042291941,-0.0191578513028,-0.0377555929155,-0.0285655736204,0.208298342938,0.252831994533,0.51557861761,1.32625168636,1.35719087672,1.36575280549,0.391405364687,35,0.198313057429,217,23,18868760.0,12.3034279433,Still,yes,?,?,10
difficult,3,?,?,0.212726870848,0.953066648363,9.91157847535,99.4271062903,98.8606716386,100.226813422,1.35516627694,1.35345492764,1.3530308285,9.95959129426,300,0.000515621788995,-0.00167763210539,0.000769712073852,0.000644261763074,4.76611129778e-05,1.47522492753e-05,1.47522492753e-05,0.782388755197,0.884643021072,0.884643021072,0.00226567889508,210,7.51290694414e-07,353,40,37466955.0,3.81170600555,Still,yes,?,?,17
easy,1,17,?,-0.137408939172,0.749367155897,9.92584463807,99.0748433005,98.922544817,99.1353271391,1.36731132194,1.36779007006,1.36765750676,9.95505391112,202,0.000134231599352,-0.00153729786846,0.000295552426148,0.000359340719561,2.95044991898e-05,1.02130960946e-05,1.13478839104e-05,1.3256775719,0.937324650924,1.26023150327,0.00185997543421,200,4.38636934553e-07,206,51,10305891.0,1.89767741485,Still,yes,?,?,10
difficult,3,15,?,0.656016784485,1.74786536867,9.71976894841,99.2574021721,99.339032098,99.2484251067,1.36124197885,1.36154457005,1.36141650904,9.9827685824,106,0.193094315464,-0.00125624863108,0.000848816506574,0.0119046485902,2.0426190911e-05,3.29088645547e-05,1.02130960946e-05,1.0629641624,0.804730536971,0.937324650924,0.156829371482,38,0.0552491829179,239,26,341000002.0,49.3989144491,Still,no,off,?,12
easy,1,13,?,-0.0407391401901,6.72612931431,7.79292727157,105.735370238,104.837547727,105.2271598,1.03487545134,1.04040045376,1.04604497615,10.3179327068,155,0.102453307385,-0.00386714301372,-0.000398150065209,0.00663725407137,6.69525107466e-05,0.000264405676343,0.000504980857983,1.03078995047,1.27815539319,1.3609613138,0.165184454003,49,0.0385612391949,2517,11,1988355065.0,6.16757893257,Still,no,?,?,14
easy,2,17,?,-2.92172515668,2.93357245435,9.17459603735,107.104975796,105.27858749,104.839731284,1.35089910985,1.35338797632,1.35381244296,10.1504458622,93,0.201255093353,-0.0240928371802,-0.018689969397,-0.0157068033723,0.000115748422406,9.64570090842e-05,0.000778464811926,1.31897243887,1.29965270825,1.30214319057,0.159899511616,22,0.135018329685,214,42,29973613.0,13.0891045344,Still,yes,?,?,11
easy,1,18,?,-0.44271385906,8.01585709078,6.56391367535,108.50398799,108.008493648,101.496770408,1.09130418878,1.07711417301,1.09884437833,10.3817617633,166,0.0184910118049,0.00591029264699,0.000173265881526,0.0031016736251,0.000267810041708,0.000278023158682,0.000919178580341,1.03078995547,1.1739921718,1.35009841505,0.0533820938586,40,0.00362356773537,700,24,134093373.0,4.70836067117,Still,no,?,?,11
difficult,4,20,?,-0.595449306535,0.793780644752,9.90584380594,98.9973632428,99.2875401529,99.1224332279,1.37241273305,1.37234422586,1.37224774918,9.95543787483,247,0.000254748201467,-0.00141397383333,0.000233890408184,0.000486917306387,0.000128231094771,5.56046268362e-05,5.6739422748e-06,1.06899251353,1.37261778967,1.04696856998,0.00203660652722,235,8.21746513377e-07,366,42,110950195.0,14.4190953251,Still,yes,?,?,15
