% Users Dataset
@RELATION users

@ATTRIBUTE label_nominal {easy, difficult}
@ATTRIBUTE label_numeric NUMERIC
@ATTRIBUTE num_wifi_devices NUMERIC
@ATTRIBUTE num_bluetooth_devices NUMERIC
@ATTRIBUTE accelerometer_mean_x NUMERIC
@ATTRIBUTE accelerometer_mean_y NUMERIC
@ATTRIBUTE accelerometer_mean_z NUMERIC
@ATTRIBUTE accelerometer_mean_fft_x NUMERIC
@ATTRIBUTE accelerometer_mean_fft_y NUMERIC
@ATTRIBUTE accelerometer_mean_fft_z NUMERIC
@ATTRIBUTE accelerometer_spec_entropy_x NUMERIC
@ATTRIBUTE accelerometer_spec_entropy_y NUMERIC
@ATTRIBUTE accelerometer_spec_entropy_z NUMERIC
@ATTRIBUTE accelerometer_mean_intensity NUMERIC
@ATTRIBUTE accelerometer_mean_intensity_crossing_rate NUMERIC
@ATTRIBUTE accelerometer_intensity_variance NUMERIC
@ATTRIBUTE gyroscope_mean_x NUMERIC
@ATTRIBUTE gyroscope_mean_y NUMERIC
@ATTRIBUTE gyroscope_mean_z NUMERIC
@ATTRIBUTE gyroscope_mean_fft_x NUMERIC
@ATTRIBUTE gyroscope_mean_fft_y NUMERIC
@ATTRIBUTE gyroscope_mean_fft_z NUMERIC
@ATTRIBUTE gyroscope_spec_entropy_x NUMERIC
@ATTRIBUTE gyroscope_spec_entropy_y NUMERIC
@ATTRIBUTE gyroscope_spec_entropy_z NUMERIC
@ATTRIBUTE gyroscope_mean_intensity NUMERIC
@ATTRIBUTE gyroscope_mean_intensity_crossing_rate NUMERIC
@ATTRIBUTE gyroscope_intensity_variance NUMERIC
@ATTRIBUTE microphone_mean NUMERIC
@ATTRIBUTE microphone_mean_crossing NUMERIC
@ATTRIBUTE microphone_mean_fft NUMERIC
@ATTRIBUTE microphone_spec_entropy NUMERIC
@ATTRIBUTE google_activity {"In Vehicle", "On Bicycle", "On Foot", Walking, Still, Tilting, Running, Unknown}
@ATTRIBUTE charging {yes, no}
@ATTRIBUTE screen_on {on, off}
@ATTRIBUTE num_of_calendar_events NUMERIC
@ATTRIBUTE hour_of_day NUMERIC

@DATA
easy,2,?,?,-0.490768339899,0.609468578813,9.4937537666,89.6476391829,91.0875776002,91.8691166927,1.37261396743,1.37261277021,1.37261775492,9.5267045875,205,0.00538025395648,0.00284901630598,-0.00259729255013,-0.00160124807552,1.00010075908e-05,0.00012450875291,6.69367149999e-05,1.30063041478,1.16314947144,1.29647067148,0.0156028537238,67,0.00166869657847,2917,29,2297492980.0,2.48735885112,Still,no,?,?,9
difficult,3,?,?,-0.136812933686,5.44711434645,7.79356455396,90.1961594967,89.6857062,89.714579082,1.12579422877,1.12266306921,1.12309958129,9.50967046572,181,0.00110161508493,-0.00174292091995,-0.004741526242,-0.00516259917596,0.000125418186918,0.000110939846734,8.39740987852e-05,1.26138162928,0.727264551837,0.566553479663,0.0149876610553,81,6.5691848955e-05,1300,18,1712108570.0,13.4560413801,Still,no,off,0,10
easy,2,29,2,-0.01242883207,8.505306354,5.2369300532,102.256260164,108.274360715,110.674274059,1.3291250694,1.30648266291,1.30839353172,10.0493592816,117,0.202655717817,-0.00650126785598,0.0124849109168,0.0145182594158,0.101785678434,0.117795819933,0.166251134115,1.13407160378,0.971996597507,1.20064069625,0.281407875262,51,0.131102070843,706,37,220974736.0,7.09153183586,Still,no,?,?,13
easy,1,29,1,-0.910497385549,8.16032483992,5.74132766507,99.9517367512,99.1263437034,100.255165476,1.22932018629,1.214737988,1.21920688105,10.0678589188,138,0.0696432247192,0.00956698211992,0.00184390864837,0.0403997132134,0.00127317815295,1.6399251e-05,0.00146251495995,0.881331753184,1.36053092213,0.712405475492,0.158089037395,3,0.20998382059,974,46,345156198.0,5.24803732897,Still,no,?,?,13
difficult,5,28,3,-0.570723491014,0.211917976682,10.0072573825,102.763766091,102.667067262,102.528522689,1.37039159379,1.37049110553,1.37040845487,10.0258118962,31,0.00527256060123,0.00351037499519,-0.00162604327404,-0.00204282692308,1.3417569e-05,1.3417569e-05,2.5344297e-05,0.937324650924,1.37261778967,1.30292420342,0.00967238767987,16,0.000174746122745,1633,31,1294957335.0,8.14422951109,Tilting,no,?,?,13
difficult,5,16,2,-0.63684130596,0.21621049184,9.946627522,98.5362299828,98.8196084382,98.7489703007,1.36965818353,1.36981633776,1.3697101952,9.96935770749,56,0.00182033229862,-0.00242961663286,0.00187484178499,-9.90669371197e-06,0.000132684849,0.000107340552,0.000102868029,1.28939642463,1.06998032129,0.75647341451,0.00570130701973,204,6.10576335396e-06,292,52,19613598.0,1.39772658552,Still,no,?,?,18
difficult,4,24,0,-0.61485882372,0.148650841968,9.972429992,98.6420566656,99.360114092,99.6416184926,1.36883529281,1.36905969687,1.36892380948,9.99248258827,22,0.00461882362734,0.000527193482688,0.000885287169043,-0.000268570264766,1.3417569e-05,2.5344297e-05,4.472523e-06,1.37261778967,1.28040506447,1.16628087277,0.0048073457703,217,4.44113995232e-06,86,52,2348241.0,4.18684553134,Still,yes,?,?,14
difficult,3,23,4,-0.57790720798,0.187795922528,10.00925244,98.8619130352,97.6499029667,98.2681974228,1.36926855664,1.37035080378,1.37099919376,10.027794774,38,0.0100799177869,0.00154676578411,-0.000447617107943,-0.00297914052953,7.454205e-06,8.945046e-06,3.8761866e-05,1.04696856998,1.32930010286,1.32567756871,0.00601021947565,196,8.51747444512e-06,192,34,20754802.0,10.3702601909,Still,no,?,?,10
difficult,4,26,1,0.0363574487824,1.46828696401,9.61555133533,104.327626979,107.939486216,103.194867674,0.973938191747,1.03888585893,0.916250060098,10.0326236133,74,0.574418222582,-0.0513092434686,0.0329397567221,0.0423684517972,0.002667114549,0.001683159489,0.00138648213,1.33418412135,1.08916197082,1.3692087138,0.171921150515,14,0.363402196428,509,12,1037651122.0,36.1972700628,Still,yes,?,0,11
difficult,3,10,1,-0.0242699321523,-0.0971899815872,9.98159091683,96.517728699,98.7712218,99.0716819916,1.37242986164,1.37231058789,1.37252562599,9.9821449081,40,0.00141079941033,0.00278486666667,-0.0010286,-0.0020498,7.454205e-06,1.6399251e-05,2.981682e-06,1.04696856998,0.871545459126,1.0629641624,0.00585720340364,194,5.71697848836e-06,454,42,45895007.0,1.14810095699,?,no,?,0,11
easy,2,27,?,0.0228298776855,0.0971111514864,9.77809090346,93.7791369787,96.3629860858,94.4800344487,1.37223479442,1.37235688606,1.37191341814,9.77879890779,233,0.00983468867919,0.00160818952214,-0.000197868035144,-0.000475658631508,0.000106366341588,0.000200670431737,0.000457820940642,1.11054575608,1.17458504254,0.713975547878,0.0117965204814,247,2.80629600391e-05,145,78,7775657.0,6.22875745594,Still,no,?,?,10
difficult,4,26,?,0.00660658471784,0.0998810505375,9.7938585823,95.5205957157,95.9343633624,93.5882350542,1.37253317039,1.37257319839,1.37224124344,9.79458377232,221,0.00746233452132,0.00104507005694,-3.88376908189e-05,-0.00045685316456,0.00126496095221,0.000242793469982,5.90006826329e-05,1.03117511221,0.972721259626,0.50463418192,0.0107655240438,219,2.80839303748e-05,56,38,1948724.0,11.2919975062,Still,no,?,?,10
difficult,3,22,?,-0.00151837516271,0.103615058164,9.78861453498,96.3378175793,97.2359378358,96.7452429677,1.37246528085,1.37209807262,1.37239896891,9.78936445887,238,0.00719874972661,-0.000290168163918,0.00105759734893,-0.000903910570603,0.000205850234681,0.000111314940871,0.000132216140219,1.07352493577,0.886480765753,1.17640938393,0.0105181653969,209,2.41795679672e-05,65,31,2754765.0,11.8161302646,Still,no,?,?,10
difficult,4,21,?,-0.0320410030514,0.125952651989,9.77022094124,95.8808799918,94.7642478034,96.22557692,1.37254094206,1.37248650611,1.3726070533,9.77129901976,215,0.00422100443307,0.0017400042897,0.00155787211566,-0.000824759529208,3.49753548085e-05,0.000496762119928,0.000134162834129,1.20133573153,1.26700376897,1.32435250732,0.0104971464015,228,2.0951508873e-05,17,36,126192.0,7.93237896417,Still,no,?,?,10
difficult,4,16,?,-0.0077409684139,0.108021855651,9.79332271663,96.216067394,94.904677291,95.5398741739,1.37249568604,1.37237379029,1.37249567633,9.79411944813,220,0.00447981682837,-0.000181784100905,-0.00139868038698,-9.72787069402e-05,0.000542236951133,9.01303654172e-05,0.00010100798936,0.800935709796,0.841899480605,0.981795292081,0.0105953485945,224,2.30166242197e-05,71,23,5942878.0,17.6196218601,Still,no,?,?,11
difficult,4,15,?,-0.00667798078781,0.118297090347,9.79366753086,95.8112127888,94.1766056778,95.4615858146,1.37261778796,1.37261659811,1.37257945958,9.79459114176,220,0.00523748844587,-0.0002353495515,0.00122673128624,-2.25114279609e-05,0.000288894646142,0.000110898631314,0.000187830538543,1.04940916721,1.37250919568,0.774936505444,0.00990626469208,209,1.70679328555e-05,60,22,2572027.0,10.6652227947,Still,no,?,?,11
difficult,4,25,?,-0.0123634889608,0.12043375242,9.76506313918,96.2950792934,97.0421779333,95.6988110626,1.37217986879,1.3723484063,1.37235852216,9.76602491948,229,0.00504043681472,0.000956773259142,-0.00050599402454,-0.000815826103992,0.000311610274046,4.18932182523e-05,0.000205480257809,1.3282752415,1.0284251327,1.23848157119,0.0103659943514,230,2.06656847767e-05,57,24,1852918.0,9.21633000804,Still,no,on,?,11
difficult,4,16,?,0.0391127113393,0.103275174907,9.77713098476,95.4670550566,96.295620266,94.0791101452,1.37249679206,1.37206844167,1.3723391761,9.77796206545,244,0.0074895200321,-0.00272751629256,0.00103168603425,-0.000780705271813,0.000227412216903,0.000138321426773,0.000133921625054,0.95144899823,1.18716847105,0.37903919275,0.0126048931741,232,3.18633176793e-05,124,64,6309370.0,7.14556567807,Still,no,off,?,11
difficult,4,30,?,-0.0165065122822,0.121460053718,9.7835788712,93.9859586943,96.9781051485,97.3394590284,1.37248562039,1.37208540454,1.37231302874,9.78453574002,214,0.00413039307697,0.000850097164519,-0.000134512562625,0.000295364351241,0.000282754421431,8.93606346409e-05,4.47207122743e-05,1.23302818284,0.898391424812,0.860640668864,0.011561985771,225,2.77658173661e-05,30,30,340971.0,5.37966451648,Still,no,?,?,13
difficult,4,15,?,-0.0723555030022,0.101677902249,9.7858305,94.4106537705,96.9622526708,96.1079493437,1.37261690429,1.37244286001,1.37259926454,9.78681453604,204,0.00490972378698,-0.00126824729281,5.20411492988e-05,-0.000744579283799,7.55242067664e-05,0.000146405310546,0.000115642790223,1.21719756971,1.0341248924,1.03993655378,0.0118679173195,245,3.19873941327e-05,29,20,1077113.0,17.0619147701,Still,no,?,?,15
difficult,5,23,?,-0.0335699872608,0.0869875651992,9.80734368801,96.2308478771,94.6425745089,96.9685649134,1.37260413539,1.37248828887,1.37259476695,9.80798855901,216,0.00521729541712,0.00204390396762,0.000777981591538,0.00016397780972,0.00033327821011,0.000604875873019,8.34774694863e-05,0.868899460762,0.888636453258,1.28600873509,0.0120105326298,239,3.22122767277e-05,35,20,767777.0,11.7615339085,Still,no,?,?,12
easy,1,10,?,0.782844220851,-9.69224226056,-0.532195338819,102.759803667,105.422995684,108.131562994,1.36482952887,1.36247225121,1.35987290704,9.87396215006,109,0.417546828008,0.00203870436952,0.00692727380264,-0.00682030727895,0.0183412577601,0.0501679193296,0.0615941012602,1.36183721818,1.32493116083,1.36262549886,0.457618932326,24,0.199254767706,1490,12,329682660.0,1.57368403107,Tilting,no,?,?,9
difficult,3,10,?,-0.816324889585,-9.77653450497,-0.45911248227,114.059450702,111.332208886,108.823272865,1.0007698375,1.05019960767,1.09825286557,9.96181727182,126,1.31782251542,-0.0387643053223,-0.596246541813,-0.0916934612694,0.0521057034692,0.202486966363,0.191401337181,0.983143288136,1.24713885507,1.34831432154,0.856182415683,34,0.570353907876,1393,26,1313963676.0,19.1884393664,Unknown,no,?,?,9
difficult,4,4,?,0.0292249273189,0.160837298422,9.79531032275,95.9819178002,97.4414205708,94.9660568495,1.37191271895,1.37215002203,1.37243821793,9.79687457068,200,0.00469549705244,-0.000866467835564,0.00385840994852,-0.00149170297251,0.000400430758263,0.00029317172935,9.57611544082e-05,1.36031843213,0.916107601292,1.02931332964,0.0110519714562,214,2.43788377233e-05,364,36,26794127.0,4.6115844043,Still,no,?,?,10
difficult,4,6,?,-0.0519394749745,-0.0635803038122,9.80532679577,96.432607762,97.3337284839,98.2390713882,1.37260791317,1.37260800517,1.37260809547,9.80591864064,213,0.00400724343038,-0.000288063689526,-0.000355986934259,-0.000277592585368,1.60827783613e-05,7.26713317783e-05,3.51800134556e-05,1.25952946279,1.04090159666,1.36261257601,0.0104505612938,246,2.26216325107e-05,436,36,34012553.0,3.477393357,Still,no,?,?,10
difficult,4,5,?,-0.0837164082096,-0.0617712991188,9.79031688115,92.6831199582,95.7072962568,94.6793129769,1.37257392366,1.37219425915,1.37230877339,9.79115883881,214,0.00443653049701,0.000241576653469,0.000957770420059,-0.000806401991625,9.54202851987e-05,9.81478975008e-05,4.21798317665e-05,0.915150980641,0.781709691184,1.24040450918,0.0101122179741,220,2.23080123487e-05,647,23,83443615.0,4.05491698103,Still,no,?,?,11
difficult,4,18,?,1.6594327431,-9.66355792744,1.15725431935,64.6970905649,62.8061349791,62.3925979639,1.06531625036,1.15431576606,1.23013912541,10.3076433369,59,18.096150676,0.0176004736129,0.0345029269154,0.0989649614477,3.39430260979,3.94767718451,5.35492666607,1.02220995611,1.02515146838,0.957571373648,1.47527028413,80,0.184732200944,2574,8,939886643.0,1.42075975956,Still,no,?,?,15
difficult,4,7,?,6.69497324272,-0.684595230661,-1.39225827736,103.391938668,102.752799084,102.115998335,0.709230841978,0.709280648821,0.709331237054,10.1529803025,53,5.38688220488,0.0546236528452,-0.267378863701,-0.00151169984117,0.00513681100659,0.00485688930645,0.00605215508833,1.07819982905,0.36148580739,0.918108440914,1.35910374709,22,3.52603323462,1724,12,2301460344.0,12.3068041518,Tilting,no,?,?,15
difficult,5,20,?,0.0269037521024,0.092359004996,9.81598083469,95.2624323384,98.5051101823,97.0555570172,1.37255526239,1.37237735484,1.37212755207,9.81666017719,218,0.0100880737582,-0.00024531915878,0.000148276970732,0.000240077821984,5.12935223898e-05,0.000274137126842,0.000466013813433,1.35844068695,1.2961561389,1.37137883568,0.0126427052164,220,3.17853899549e-05,156,71,10419001.0,7.85189767005,Still,no,?,?,13
difficult,4,21,?,0.00297692151242,0.0953004418622,9.79646763821,95.8306268892,98.4137553422,94.1648929972,1.37247768375,1.37252601193,1.37241848168,9.79712503126,223,0.00624024701524,0.00101243458029,0.000848704371671,-0.00014030040298,4.56918497136e-05,0.000250646849189,7.95118970759e-05,1.1271576175,0.715762359902,1.08531949992,0.0122859235203,234,3.54253269711e-05,27,44,182990.0,2.40839453438,Still,no,?,?,14
difficult,4,22,?,-0.0669259409308,0.0709469088089,9.83523896573,96.6365714655,96.3832854983,96.1321239396,1.37260944641,1.37259501988,1.37257356455,9.83592267178,222,0.00406134384128,1.02344430488e-06,-0.000289420777748,-0.000363481720274,0.000178365273812,9.66633623217e-05,0.000264274421253,1.16002269231,1.26524049841,0.861144084943,0.0124655309614,232,3.81597122681e-05,54,85,671658.0,1.33272229208,Still,no,?,?,12
