% Users Dataset
@RELATION users

@ATTRIBUTE label_nominal {easy, difficult}
@ATTRIBUTE label_numeric NUMERIC
@ATTRIBUTE sensing_policy {NONE, LOCATION_UPDATES, INTERVAL, ACTIVITY_UPDATES, USER_FORCED}
@ATTRIBUTE num_wifi_devices NUMERIC
@ATTRIBUTE num_bluetooth_devices NUMERIC
@ATTRIBUTE accelerometer_mean_intensity NUMERIC
@ATTRIBUTE accelerometer_mean_intensity_crossing_rate NUMERIC
@ATTRIBUTE accelerometer_intensity_variance NUMERIC
@ATTRIBUTE gyroscope_mean_intensity NUMERIC
@ATTRIBUTE gyroscope_mean_intensity_crossing_rate NUMERIC
@ATTRIBUTE gyroscope_intensity_variance NUMERIC
@ATTRIBUTE microphone_mean NUMERIC
@ATTRIBUTE microphone_mean_crossing NUMERIC
@ATTRIBUTE google_activity {"In Vehicle", "On Bicycle", "On Foot", Walking, Still, Tilting, Running, Unknown}
@ATTRIBUTE charging {yes, no}
@ATTRIBUTE screen_on {on, off}
@ATTRIBUTE num_of_calendar_events NUMERIC
@ATTRIBUTE hour_of_day NUMERIC
@ATTRIBUTE t_started_pretty STRING

@DATA
easy,1,USER_FORCED,17,?,9.95505391112,202,0.000134231599352,0.00185997543421,200,4.38636934553e-07,206,51,Still,yes,?,?,10,'10:07:12 18/04/2016 '
difficult,3,USER_FORCED,15,?,9.9827685824,106,0.193094315464,0.156829371482,38,0.0552491829179,239,26,Still,no,off,?,12,'12:25:37 18/04/2016 '
easy,1,USER_FORCED,13,?,10.3179327068,155,0.102453307385,0.165184454003,49,0.0385612391949,2517,11,Still,no,?,?,14,'14:58:54 18/04/2016 '
easy,2,USER_FORCED,17,?,10.1504458622,93,0.201255093353,0.159899511616,22,0.135018329685,214,42,Still,yes,?,?,11,'11:30:08 19/04/2016 '
easy,1,USER_FORCED,18,?,10.3817617633,166,0.0184910118049,0.0533820938586,40,0.00362356773537,700,24,Still,no,?,?,11,'11:44:22 19/04/2016 '
difficult,4,USER_FORCED,20,?,9.95543787483,247,0.000254748201467,0.00203660652722,235,8.21746513377e-07,366,42,Still,yes,?,?,15,'15:15:24 19/04/2016 '
difficult,5,USER_FORCED,19,?,9.95403203185,241,0.0266259878976,0.00987413108631,3,0.00412195669261,687,36,Still,yes,?,?,15,'15:15:48 19/04/2016 '
difficult,3,USER_FORCED,23,?,9.96837424355,206,9.99441539923e-05,0.0017995136658,204,3.90355547158e-07,155,61,Still,yes,?,?,16,'16:53:43 19/04/2016 '
easy,1,USER_FORCED,18,?,9.97383396519,219,9.83886331083e-05,0.00229211790757,204,4.40482532473e-07,193,45,Still,yes,?,?,12,'12:17:56 20/04/2016 '
difficult,4,USER_FORCED,17,?,9.95804845954,233,0.000134387263845,0.00252317133877,202,6.5934834965e-07,322,48,Still,yes,?,?,12,'12:18:46 20/04/2016 '
difficult,4,USER_FORCED,20,?,9.9656307617,227,0.000296545294392,0.00177318099545,237,5.68240854833e-07,291,30,Still,yes,?,?,17,'17:29:22 20/04/2016 '
easy,1,USER_FORCED,15,?,10.2566515632,195,0.0264204100587,0.0459687180351,61,0.00290208089831,118,37,Still,yes,?,?,9,'09:53:15 21/04/2016 '
difficult,4,USER_FORCED,18,?,9.96930503753,215,0.00196908918001,0.0027862435989,151,2.51349050289e-06,568,60,Still,no,?,?,14,'14:55:57 21/04/2016 '
easy,1,USER_FORCED,20,?,9.96292010774,206,0.000117431472114,0.00218876937715,170,1.47792915393e-05,498,30,Still,no,?,?,14,'14:56:20 21/04/2016 '
easy,2,ACTIVITY_UPDATES,?,?,9.86139918532,239,8.55222430828e-05,0.00159042561243,202,7.5058227796e-07,163,32,Still,no,?,?,9,'09:47:46 25/04/2016 '
easy,1,USER_FORCED,?,?,10.1268852569,215,9.97944591979e-05,0.00149055799621,239,3.92100880825e-07,168,34,Still,no,?,?,9,'09:56:11 25/04/2016 '
easy,2,USER_FORCED,?,?,10.2789439358,162,0.0477580559112,0.187158334633,16,0.103710839434,170,41,Still,no,?,?,10,'10:07:14 25/04/2016 '
easy,1,USER_FORCED,17,?,9.96432459297,239,0.000790314142106,0.00242515878553,129,2.08472913046e-06,739,38,Still,no,?,?,10,'10:30:19 25/04/2016 '
difficult,4,USER_FORCED,17,?,10.0028084661,100,1.0662300938,1.1965259588,26,3.20749400584,379,28,Still,no,?,?,10,'10:30:42 25/04/2016 '
difficult,4,USER_FORCED,22,?,9.95950416099,259,0.000420689157687,0.00850273520432,209,4.50862755216e-05,492,32,Still,yes,?,?,12,'12:19:13 25/04/2016 '
easy,1,USER_FORCED,25,?,10.4120719886,198,0.00243548767295,0.011604765495,193,3.18194072142e-05,79,18,Still,yes,?,?,0,'00:31:13 26/04/2016 '
easy,1,USER_FORCED,24,?,10.3215462042,176,0.255619237238,0.114787978232,7,0.0617328079092,57,50,Still,yes,?,?,0,'00:36:32 26/04/2016 '
easy,1,USER_FORCED,31,?,10.3762026804,166,0.00317268866096,0.0144052289038,150,5.44646764607e-05,49,93,Still,yes,?,?,0,'00:36:58 26/04/2016 '
easy,1,USER_FORCED,30,?,10.2535897196,98,0.495525984583,0.481484459126,26,0.270004324243,91,52,Still,yes,?,?,0,'00:39:28 26/04/2016 '
easy,1,USER_FORCED,?,?,10.0523289805,171,0.00621667929026,0.0220466240282,47,0.00429407056567,219,29,Still,no,?,?,1,'01:13:08 26/04/2016 '
difficult,3,ACTIVITY_UPDATES,14,?,9.93558483902,215,0.000465569235686,0.00205248202439,194,9.55144068413e-07,373,34,Still,yes,off,2,11,'11:47:36 26/04/2016 '
difficult,3,USER_FORCED,14,?,9.95111225055,241,0.00373822459576,0.00608098460935,83,0.000126127635513,681,25,Still,yes,?,2,11,'11:48:53 26/04/2016 '
easy,2,ACTIVITY_UPDATES,14,?,9.93586427633,233,0.000109845366995,0.00199634343008,172,6.69053934863e-07,150,46,Still,yes,?,1,12,'12:24:52 27/04/2016 '
easy,2,ACTIVITY_UPDATES,20,?,9.94370610166,220,0.00039848784222,0.00241615276472,161,3.22020893791e-06,230,44,Still,yes,?,1,12,'12:53:47 27/04/2016 '
easy,1,USER_FORCED,16,?,9.99879578846,129,0.036539703774,0.28025469696,53,0.131104410978,288,36,Still,yes,?,1,12,'12:57:50 27/04/2016 '
easy,2,LOCATION_UPDATES,13,?,9.94454234037,225,0.000100326625342,0.00160603225003,209,3.91003090574e-07,219,26,Still,yes,?,1,13,'13:35:40 27/04/2016 '
difficult,4,ACTIVITY_UPDATES,12,?,9.93841716272,228,0.000991073992821,0.00225111931865,175,5.49210927509e-06,290,37,Still,yes,?,1,15,'15:48:45 27/04/2016 '
easy,2,LOCATION_UPDATES,12,?,9.97559838922,214,0.000147963320002,0.00284896304407,92,3.05949300349e-06,514,20,Still,yes,?,1,16,'16:03:20 27/04/2016 '
easy,2,ACTIVITY_UPDATES,19,?,9.94199705455,245,0.000135690755741,0.00207952598933,213,9.98269797629e-07,177,34,Still,yes,?,0,10,'10:07:55 28/04/2016 '
difficult,3,ACTIVITY_UPDATES,19,?,9.91884882424,226,0.000147740858264,0.00419572086043,8,0.000283563785153,273,26,Still,yes,?,0,10,'10:48:49 28/04/2016 '
difficult,3,ACTIVITY_UPDATES,16,?,9.9218046005,219,0.000108179720753,0.00261023538599,169,4.71426407842e-07,171,36,Still,yes,off,0,12,'12:25:30 28/04/2016 '
difficult,3,NONE,18,?,10.3680814323,167,0.0184928868406,0.0688506143381,31,0.0113766611535,992,6,?,no,?,0,14,'14:36:42 28/04/2016 '
easy,2,NONE,23,?,9.98754226183,256,0.000455119726072,0.00209494231231,182,7.0610275288e-06,163,30,Still,yes,?,2,12,'12:42:02 01/05/2016 '
easy,1,ACTIVITY_UPDATES,32,?,9.95955941611,235,8.96577712546e-05,0.00180206987576,232,4.4399742497e-07,407,27,Still,no,?,2,12,'12:52:35 01/05/2016 '
difficult,3,ACTIVITY_UPDATES,35,?,9.96448424806,219,0.000106501732317,0.00651337324161,61,3.41482389796e-05,1552,39,Still,yes,?,2,13,'13:22:50 01/05/2016 '
difficult,3,ACTIVITY_UPDATES,19,?,9.96349584852,232,0.000118242901053,0.00170533190363,235,4.26548175625e-07,432,14,Still,no,?,4,10,'10:31:33 02/05/2016 '
difficult,4,LOCATION_UPDATES,14,?,9.9366178551,248,0.000176708002967,0.00203991059221,189,2.15017769469e-06,397,26,Still,yes,?,4,13,'13:17:04 02/05/2016 '
difficult,3,LOCATION_UPDATES,18,?,9.99086337983,15,0.49646194142,0.116813396102,5,0.279689726205,689,4,Still,no,?,5,17,'17:12:20 02/05/2016 '
difficult,3,LOCATION_UPDATES,18,?,9.95630712177,230,0.000128552617572,0.0048365175757,174,6.79571600787e-06,171,20,Still,yes,?,1,11,'11:52:20 03/05/2016 '
difficult,3,ACTIVITY_UPDATES,19,?,9.93224271016,235,0.000156614376549,0.0022198799676,210,9.89244062077e-07,899,30,Still,yes,?,1,15,'15:30:01 03/05/2016 '
easy,2,ACTIVITY_UPDATES,18,?,9.93026002482,231,0.000264015076259,0.00179888902148,221,6.41192134313e-07,560,22,Still,yes,?,0,10,'10:41:44 04/05/2016 '
difficult,4,LOCATION_UPDATES,18,?,9.92010658623,248,0.0198430208593,0.0105523353945,7,0.00300413090797,315,25,Still,yes,?,0,16,'16:19:29 04/05/2016 '
easy,2,LOCATION_UPDATES,19,?,9.90440234459,221,9.61759249475e-05,0.00168690785725,208,6.12744761485e-07,241,12,Still,no,?,0,10,'10:48:06 05/05/2016 '
difficult,3,NONE,17,?,9.90797487223,227,0.000105454873826,0.00181784785216,210,5.69985747554e-07,143,28,Still,yes,?,0,13,'13:28:40 05/05/2016 '
difficult,3,LOCATION_UPDATES,12,?,9.9168149784,243,0.000407882458832,0.00195877648338,201,1.88225754331e-06,195,12,Still,yes,?,0,15,'15:54:25 05/05/2016 '
difficult,3,ACTIVITY_UPDATES,15,?,10.1784696939,120,0.558404306149,0.417594686059,26,1.7953164639,730,6,Still,no,?,0,10,'10:41:37 09/05/2016 '
difficult,3,ACTIVITY_UPDATES,20,?,9.93609259183,219,0.000145158420399,0.00150405943449,212,4.86965332966e-07,176,40,Still,no,?,0,11,'11:04:10 10/05/2016 '
easy,2,ACTIVITY_UPDATES,20,?,9.95143211737,226,0.00014379333135,0.00177011396466,212,9.65922395525e-07,167,35,Still,yes,?,0,12,'12:09:31 10/05/2016 '
difficult,4,LOCATION_UPDATES,18,?,9.92402026787,212,0.000335105623377,0.00186117152105,141,2.26627175608e-06,693,24,Still,no,?,0,16,'16:16:26 10/05/2016 '
difficult,3,NONE,16,?,9.9298119723,225,0.000180622612674,0.00616244374626,121,3.3196361785e-05,384,26,Still,yes,?,0,12,'12:52:36 11/05/2016 '
easy,2,ACTIVITY_UPDATES,17,?,9.85408997708,255,0.000419260135225,0.00182706820741,224,4.84978085781e-07,612,19,Still,no,?,0,14,'14:02:42 11/05/2016 '
difficult,4,ACTIVITY_UPDATES,19,?,9.9302767546,230,9.55889504332e-05,0.00169786077418,209,4.40254898259e-07,100,32,Still,yes,?,0,15,'15:32:34 11/05/2016 '
difficult,3,LOCATION_UPDATES,16,?,9.93593069394,238,0.000122316025914,0.00186062210308,230,4.81644451964e-07,403,12,Still,yes,?,0,11,'11:13:32 12/05/2016 '
difficult,3,LOCATION_UPDATES,16,?,9.96657751278,209,0.00857619968872,0.00309278015553,64,2.33908557633e-05,1390,8,Still,yes,?,0,14,'14:12:45 12/05/2016 '
difficult,5,USER_FORCED,20,?,9.98090117544,255,0.000756990999381,0.00241550204371,197,1.84612353648e-06,853,30,Still,yes,?,0,16,'16:26:28 12/05/2016 '
easy,1,USER_FORCED,16,?,9.97324005698,227,0.000218151699047,0.00537430651774,18,0.000949048463188,1431,32,Still,yes,?,0,16,'16:53:15 12/05/2016 '
easy,2,LOCATION_UPDATES,17,?,9.95650946286,226,0.000678588827596,0.00243579005543,171,3.13846604487e-06,182,35,Still,yes,?,0,11,'11:50:04 13/05/2016 '
easy,2,LOCATION_UPDATES,26,?,9.98498912717,233,0.000146673000375,0.00213701502256,187,1.15879237069e-06,587,25,Still,no,?,0,14,'14:22:24 13/05/2016 '
easy,1,LOCATION_UPDATES,23,?,10.2298988878,91,0.731670457024,0.371709099483,11,0.71860647608,942,12,Still,no,off,0,16,'16:37:49 13/05/2016 '
difficult,4,LOCATION_UPDATES,28,?,9.90506216198,240,0.000184864396938,0.00158871964676,174,7.45241353485e-07,403,26,Still,no,?,1,10,'10:52:00 16/05/2016 '
difficult,3,LOCATION_UPDATES,?,?,9.88843796378,148,9.85871983974e-05,0.00157743400067,136,3.53550425212e-07,155,29,Still,no,?,1,15,'15:29:31 16/05/2016 '
easy,2,LOCATION_UPDATES,17,?,9.92749097703,225,0.000184661811612,0.00167941955382,211,6.40204404035e-07,312,18,Still,yes,?,2,17,'17:41:01 16/05/2016 '
easy,2,LOCATION_UPDATES,26,?,9.92250546168,214,0.00010098634571,0.00142676903633,221,4.75448333928e-07,228,14,Still,no,?,1,10,'10:53:22 17/05/2016 '
easy,2,ACTIVITY_UPDATES,24,?,9.88963872648,238,0.000178418973314,0.00172959898805,200,7.15162101701e-07,915,6,Still,no,?,1,16,'16:16:35 17/05/2016 '
difficult,3,LOCATION_UPDATES,19,?,9.91193017598,236,0.00056615950955,0.00253785197166,89,6.05100352356e-06,336,24,Still,no,?,0,10,'10:46:12 18/05/2016 '
difficult,3,NONE,?,?,9.91881626232,225,9.1960606884e-05,0.00151603850693,201,4.33273702135e-07,223,33,Still,no,?,0,15,'15:03:56 18/05/2016 '
difficult,4,LOCATION_UPDATES,23,?,9.88709330882,236,0.000279640401029,0.00179082333289,205,8.5739325062e-07,2018,28,Still,yes,?,0,11,'11:54:29 19/05/2016 '
easy,2,ACTIVITY_UPDATES,25,?,9.9005921047,242,0.00107935102627,0.00311272512013,57,1.10965583378e-05,835,14,Still,yes,?,0,13,'13:38:47 19/05/2016 '
% 
% 
% 
